Fiscal Year,Library,County,AENGLC Rank,Population of Service Area,Total Library Visits,Library Visits Per Capita Served,Total Registered Borrowers,Percent of Residents with Library Cards,Reference Questions,Reference Questions Per Capita Served,Total Circulation,Circulation Per Capita Served,Total Programs (Synchronous + Prerecorded),Total Program Attendance & Views,Total Program Attendance & Views Per Capita Served,Use of Public Internet Computers,Total Collection,Collection Per Capita Served,Total Operating Income,Operating Income Per Capita,Town Tax Appropriation for Library,Tax Appropriation Per Capita Served,Library Materials Expenditures,Wages & Salaries Expenditures,Operating Expenditures,Operating Expenditures Per Capita
2019,Bristol,Hartford,142,60032,217222,3.6,18791,0.31,28920,0.5,328470,5.5,1972,60988,1,39422,226807,3.8,2237859,37.28,2164143,36.05,251776,1804012,3048141,50.8
2019,Brookfield,Fairfield,38,17002,100553,5.9,8544,0.5,3590,0.2,131104,7.7,702,13924,0.8,8198,60277,3.5,816182,48.01,803584,47.26,83882,554647,805823,47.4
2019,Brooklyn,Windham,150,8280,9106,1.1,4850,0.59,778,0.1,16465,2,108,1666,0.2,1630,15962,1.9,138601,16.74,136795,16.52,24796,85394,140949,17
2019,Burlington,Hartford,64,9665,34593,3.6,3343,0.35,2901,0.3,63036,6.5,236,3499,0.4,1203,48704,5,361871,37.44,353696,36.6,51205,242680,489693,50.7
2019,Canaan - David Hunt,Litchfield,40,1055,14300,13.6,539,0.51,668,0.6,12278,11.6,70,3956,3.7,383,24609,23.3,148763,141.01,47250,44.79,10911,99894,151567,143.7
2019,Canterbury,Windham,132,5100,35532,7,2106,0.41,815,0.2,30338,5.9,414,4337,0.9,3044,18840,3.7,148426,29.1,134102,26.29,16090,108328,141577,27.8
2019,Canton,Hartford,51,10270,81608,7.9,4204,0.41,6754,0.7,117969,11.5,535,7314,0.7,7371,74050,7.2,642546,62.57,607319,59.14,90478,496143,640727,62.4
2019,Chaplin,Windham,136,2256,5538,2.5,2017,0.89,728,0.3,6444,2.9,117,1717,0.8,520,22596,10,77827,34.5,75308,33.38,11388,41659,77618,34.4
2019,Cheshire,New Haven,71,29179,222404,7.6,11612,0.4,24729,0.8,388531,13.3,669,18480,0.6,16981,108636,3.7,1754098,60.12,1669580,57.22,194323,1340810,1724022,59.1
2019,Chester,Middlesex,79,4229,11195,2.6,1455,0.34,911,0.2,19012,4.5,136,1714,0.4,1283,16419,3.9,161961,38.3,151984,35.94,17327,109099,183659,43.4
2019,Clinton - Henry C. Hull,Middlesex,75,12950,145899,11.3,9377,0.72,47856,3.7,161250,12.5,1160,24078,1.9,137308,72866,5.6,867446,66.98,721000,55.68,50500,514339,844804,65.2
2019,Colchester - Cragin,New London,116,15936,106884,6.7,5654,0.35,8475,0.5,141950,8.9,688,14313,0.9,7897,73619,4.6,756392,47.46,723369,45.39,71718,426654,756218,47.5
2019,Columbia - S.B. Little,Tolland,87,5385,21915,4.1,3344,0.62,,,53276,9.9,390,4746,0.9,1721,65276,12.1,423770,78.69,399265,74.14,55187,230939,416574,77.4
2019,Cornwall,Litchfield,14,1368,24752,18.1,628,0.46,1000,0.7,15468,11.3,660,5328,3.9,5000,31653,23.1,172219,125.89,50000,36.55,10396,66639,148459,108.5
2019,Coventry - Booth Dim,Tolland,112,12414,45391,3.7,7841,0.63,7789,0.6,79650,6.4,435,7586,0.6,13179,56121,4.5,495232,39.89,477879,38.5,37874,304470,483397,38.9
2019,Cromwell,Middlesex,83,13905,56000,4,6375,0.46,4098,0.3,96676,7,326,5852,0.4,5893,62155,4.5,583484,41.96,579750,41.69,65065,454499,671697,48.3
2019,Danbury,Fairfield,125,84730,325879,3.8,26948,0.32,39323,0.5,512138,6,1956,31268,0.4,89741,105576,1.2,2321147,27.39,2204095,26.01,165000,1515060,1886449,22.3
2019,Darien,Fairfield,3,21753,355972,16.4,12896,0.59,64390,3,627075,28.8,1371,56991,2.6,175232,125122,5.8,4995282,229.64,3732681,171.59,487974,2424995,4987261,229.3
2019,Deep River,Middlesex,58,4463,34169,7.7,1501,0.34,2100,0.5,22509,5,250,4379,1,1655,28421,6.4,247168,55.38,230685,51.69,22976,130119,222912,49.9
2019,Derby,New Haven,158,12515,90000,7.191370356,3271,0.26,5149,0.411426288,38566,3.081582101,486,6754,0.539672393,9493,75183.15,6.007443068,564299.65,45.08986416,504804,40.3359169,85800.41,324749.59,516038.16,41.23357251
2019,Derby - Derby Neck,New Haven,158,,47011,3.8,1910,0.15,8556,0.7,37533,3,625,12410,1,7969,72429,5.8,619073,49.47,0,0,44652,292369,561496,44.9
2019,Durham,Middlesex,54,7195,78671,10.9,3362,0.47,2479,0.3,113663,15.8,499,9075,1.3,7656,59444,8.3,572881,79.62,539565,74.99,57712,379280,611423,85
2019,East Granby,Hartford,60,5147,42928,8.3,2972,0.58,3056,0.6,38467,7.5,261,3907,0.8,1708,39469,7.7,282489,54.88,205500,39.93,20415,159840,279769,54.4
2019,East Haddam,Middlesex,91,8988,37423,4.2,3931,0.44,1297,0.1,60162,6.7,346,4842,0.5,10501,42968,4.8,383415,42.66,321854,35.81,28069,254758,370225,41.2
2019,East Hampton,Middlesex,86,12854,65337,5.1,5143,0.4,5856,0.5,77302,6,400,6313,0.5,,61020,4.7,443485,34.5,439550,34.2,62349,269239,491772,38.3
2019,East Hartford,Hartford,160,49998,130052,2.6,15143,0.3,9062,0.2,97323,1.9,692,12017,0.2,44395,82809,1.7,1297168,25.94,1287617,25.75,94825,950003,1240918,24.8
2019,East Haven - Hagaman,New Haven,139,28699,123000,4.3,6878,0.24,29720,1,79203,2.8,1069,18688,0.7,26480,75129,2.6,905042,31.54,815065,28.4,59761,485642,905695,31.6
2019,East Lyme,New London,62,18645,109674,5.9,6869,0.37,9709,0.5,155072,8.3,701,5655,0.3,11594,128446,6.9,1298311,69.63,1183645,63.48,117978,687934,1258883,67.5
2019,East Windsor - Warehouse,Hartford,113,11375,18377,1.6,2506,0.22,524,0,27540,2.4,138,2919,0.3,2142,39578,3.5,381484,33.54,268000,23.56,15714,176091,338743,29.8
2019,Eastford,Windham,121,1790,3859,2.2,826,0.46,250,0.1,6821,3.8,36,546,0.3,211,16255,9.1,49304,27.54,48470,27.08,10100,32000,49440,27.6
2019,Easton,Fairfield,19,7517,36992,4.9,4219,0.56,,,78690,10.5,428,6097,0.8,,64466,8.6,824928,109.74,792497,105.43,74628,363964,570879,75.9
2019,Ellington - Hall,Tolland,95,16299,104178,6.4,6476,0.4,3815,0.2,117514,7.2,382,7404,0.5,7756,71791,4.4,807534,49.55,774717,47.53,85950,520766,820910,50.4
2019,Enfield,Hartford,143,44466,121528,2.7,15285,0.34,33615,0.8,219622,4.9,553,16841,0.4,38050,127988,2.9,1694171,38.1,1674211,37.65,152100,1071430,1590349,35.8
2019,Essex,Middlesex,23,6674,53766,8.1,2165,0.32,8502,1.3,71440,10.7,373,10174,1.5,,37557,5.6,511905,76.7,293570,43.99,34161,341347,521225,78.1
2019,Essex - Ivoryton,Middlesex,23,,8005,1.2,676,0.1,2225,0.3,13778,2.1,125,2005,0.3,1350,16578,2.5,131306,19.67,110777,16.6,13735,75339,120091,18
2019,Fairfield,Fairfield,16,61952,419418,6.8,26985,0.44,73981,1.2,732807,11.8,1394,44415,0.7,48570,249326,4,3340399,53.92,3238881,52.28,517963,2273092,3183792,51.4
2019,Fairfield - Pequot,Fairfield,16,,62703,1,32039,0.52,4000,0.1,35745,0.6,829,37325,0.6,,116668,1.9,1212318,19.57,350000,5.65,65924,604487,1254528,20.3
2019,Farmington,Hartford,29,25506,225467,8.8,20000,0.78,53161,2.1,331914,13,1329,29292,1.1,13960,165824,6.5,2807871,110.09,2539535,99.57,201810,1336777,2439978,95.7
2019,Franklin - Janet Carlson,New London,76,1933,6740,3.5,815,0.42,144,0.1,11451,5.9,367,3669,1.9,320,25149,13,70719,36.59,66924,34.62,12433,51257,73415,38
2019,Glastonbury - East,Hartford,,,,,,,,,,,,,,,,,,,,,,,,
2019,Glastonbury - Welles-T.,Hartford,34,34491,239304,6.9,14137,0.41,18294,0.5,350155,10.2,425,11699,0.3,21492,147861,4.3,1787974,51.84,1597796,46.33,268645,799258,1605345,46.5
2019,Goshen,Litchfield,32,2879,10965,3.8,2995,1.04,251,0.1,20697,7.2,198,1494,0.5,803,30698,10.7,163724,56.87,153603,53.35,28100,115116,152066,52.8
2019,Granby,Hartford,61,11375,69860,6.1,4165,0.37,9048,0.8,98154,8.6,404,6870,0.6,6656,65231,5.7,560880,49.31,536464,47.16,48135,430892,704564,61.9
2019,Greenwich,Fairfield,1,62727,573402,9.1,39429,0.63,92542,1.5,1168452,18.6,2089,65801,1,465500,340541,5.4,10404728,165.87,8400002,133.91,1215630,6117205,9781401,155.9
2019,Greenwich - Perrot,Fairfield,1,,157617,2.5,5647,0.09,36551,0.6,223144,3.6,445,13012,0.2,16332,68924,1.1,1752969,27.95,1684999,26.86,193400,1192175,1670608,26.6
2019,Griswold - Slater,New London,149,15839,29706,2.6,2822,0.24,1700,0.1,29335,2.5,158,2212,0.2,4035,28228,2.4,163717,14.12,108000,9.32,9122,74438,150429,13
2019,Groton,New London,102,38692,192252,5,11354,0.29,26208,0.7,279547,7.2,1154,22782,0.6,59928,156866,4.1,1646989,42.57,1588299,41.05,157045,1346884,1810751,46.8
2019,Groton - Bill,New London,102,10000,26585,2.7,782,0.08,5000,0.5,15424,1.5424,279,7104,0.7104,,16984,1.6984,246065,24.61,23000,2.3,21150,164500,241053,24.11
2019,Groton - Mystic,New London,102,,98541,6.7,3151,0.21,3900,0.3,56316,3.8,861,9980,0.7,9360,41645,2.8,512346,34.66,148208,10.03,28406,283914,503222,34
2019,Guilford,New Haven,30,22216,156100,7,11217,0.5,12208,0.5,278683,12.5,5185,37133,1.7,32463,102758,4.6,1221867,55,1035806,46.62,79000,837712,1144442,51.5
2019,Haddam - Brainerd,Middlesex,52,8222,39500,4.8,7529,0.92,,,49884,6.1,268,4654,0.6,1577,36783,4.5,430967,52.42,345156,41.98,28954,290167,410205,49.9
2019,Hamden,New Haven,135,60940,130244,2.1,18215,0.3,15458,0.3,330727,5.4,643,12256,0.2,32975,164541,2.7,2184806,35.85,2109408,34.61,195000,1745381,2086815,34.2
2019,Hampton - Fletcher,Windham,127,1853,4045,2.2,1284,0.69,,,4847,2.6,199,1265,0.7,36,15866,8.6,106155,57.29,34680,18.72,7478,18605,51009,27.5
2019,Hartford,Hartford,169,122587,837949,6.8,64440,0.53,97774,0.8,300014,2.4,5088,93677,0.8,134222,286441,2.3,10287427,83.92,8150000,66.48,415734,5130980,10112195,82.5
2019,Hartland,Hartford,100,2120,624,0.3,608,0.29,,,944,0.4,0,0,0,85,6362,3,12225,5.77,12225,5.77,8859,0,10016,4.7
2019,Harwinton,Litchfield,67,5430,21141,3.9,2827,0.52,1873,0.3,37273,6.9,212,3508,0.6,1027,38963,7.2,212629,39.16,180266,33.2,19479,153275,217726,40.1
2019,Hebron - Douglas,Tolland,96,9482,52935,5.6,3366,0.35,4737,0.5,50956,5.4,366,8913,0.9,3092,45956,4.8,463202,48.85,423571,44.67,44111,253860,425973,44.9
2019,Kent,Litchfield,33,2785,45164,16.2,1155,0.41,537,0.2,27140,9.7,595,10238,3.7,4952,31551,11.3,339835,122.02,100500,36.09,22248,178903,285803,102.6
2019,Killingly,Windham,147,17287,104548,6,4855,0.28,750,0,95649,5.5,460,8421,0.5,26956,80596,4.7,637785,36.89,566269,32.76,65000,411368,614757,35.6
2019,Killingworth,Middlesex,47,6370,22796,3.6,2298,0.36,1793,0.3,36573,5.7,689,4703,0.7,4992,28666,4.5,349437,54.86,258250,40.54,41267,212454,360001,56.5
2019,Lebanon - JonTrumbull,New London,111,7207,41000,5.7,2332,0.32,5200,0.7,60934,8.5,316,7563,1,794,53501,7.4,340267,47.21,290632,40.33,51401,166918,344902,47.9
2019,Ledyard,New London,118,14736,48784,3.3,4886,0.33,6902,0.5,91244,6.2,611,9919,0.7,7268,76414,5.2,545953,37.05,503647,34.18,70283,395801,660488,44.8
2019,Litchfield - OWL,Litchfield,42,8127,71962,8.9,3708,0.46,9380,1.2,138669,17.1,455,13397,1.6,24804,92598,11.4,841892,103.59,359775,44.27,95555,442212,841805,103.6
2019,Lyme,New London,17,2338,14894,6.4,1263,0.54,557,0.2,13555,5.8,99,802,0.3,1478,26455,11.3,170111,72.76,108580,46.44,25565,120427,201122,86
2019,Madison - E.C.Scranton,New Haven,24,18106,43687,2.4,7467,0.41,11102,0.6,87182,4.8,413,6729,0.4,6542,66343,3.7,1171200,64.69,948481,52.38,58637,568481,1130570,62.4
2019,Manchester,Hartford,133,57699,271974,4.7,24793,0.43,41301,0.7,729242,12.6,1039,25012,0.4,,216095,3.7,3263090,56.55,3134442,54.32,348113,1831134,3232524,56
2019,Mansfield,Tolland,157,25817,79908,3.1,5461,0.21,16148,0.6,229448,8.9,461,10027,0.4,6864,83340,3.2,941004,36.45,911319,35.3,111986,602583,972698,37.7
2019,Marlborough-Richmond,Hartford,78,6358,39633,6.2,2443,0.38,4604,0.7,90908,14.3,138,2353,0.4,3722,42229,6.6,376308,59.19,340168,53.5,38056,225110,350533,55.1
2019,Meriden,New Haven,156,59540,204111,3.4,15978,0.27,29900,0.5,203871,3.4,1597,8928,0.1,39560,164833,2.8,2050427,34.44,1964209,32.99,190372,1882877,2749806,46.2
2019,Middlebury,New Haven,44,7731,47964,6.2,2219,0.29,,,74932,9.7,805,5204,0.7,,69564,9,418736,54.16,412387,53.34,77718,276211,516833,66.9
2019,Middlefield - Levi Coe,Middlesex,80,4380,12167,2.8,1285,0.29,2292,0.5,26377,6,106,2734,0.6,1198,19797,4.5,323499,73.86,300119,68.52,18527,175003,287888,65.7
2019,Middletown - Russell,Middlesex,128,46146,207778,4.5,14652,0.32,44494,1,271312,5.9,920,17269,0.4,36192,181974,3.9,3206382,69.48,3043149,65.95,219698,2604837,3237513,70.2
2019,Milford,New Haven,55,54661,155000,2.8,23374,0.43,45526,0.8,258373,4.7,651,20764,0.4,18550,142927,2.6,1316357,24.08,1241579,22.71,153500,927789,1696524,31
2019,Monroe - Edith Wheeler,Fairfield,48,19470,121531,6.2,8859,0.46,10464,0.5,148439,7.6,506,16355,0.8,3422,87831,4.5,897986,46.12,815070,41.86,76819,566208,811552,41.7
2019,Montville - Raymond,New London,140,18716,17472,0.9,6560,0.35,18,0,36092,1.9,38,1343,0.1,682,16260,0.9,88301,4.72,60000,3.21,16016,102411,158508,8.5
2019,Morris,Litchfield,39,2262,11559,5.1,896,0.4,1820,0.8,20795,9.2,257,3403,1.5,335,17607,7.8,116125,51.34,102683,45.39,14338,81270,116149,51.3
2019,Naugatuck - Howard W.,New Haven,154,31288,173399,5.5,5974,0.19,16852,0.5,62276,2,580,12379,0.4,14772,55950,1.8,814046,26.02,591217,18.9,34906,377632,634763,20.3
2019,New Britain,Hartford,166,72453,240693,3.3,18420,0.25,31734,0.4,284788,3.9,1502,25419,0.4,37043,231403,3.2,3088930,42.63,3025000,41.75,250477,1697176,2980876,41.1
2019,New Canaan,Fairfield,2,20213,213971,10.6,15660,0.77,54991,2.7,352233,17.4,1589,38441,1.9,24271,127295,6.3,3556236,175.94,2664228,131.81,252053,1904081,3465841,171.5
2019,New Fairfield,Fairfield,53,13877,59958,4.3,7323,0.53,,,83012,6,305,5382,0.4,4831,47805,3.4,510171,36.76,481337,34.69,37888,417460,615199,44.3
2019,New Hartford - Bakerville,Litchfield,97,,3900,0.6,1765,0.26,612,0.1,5509,0.8,17,1006,0.2,2125,12663,1.9,78881,11.8,50625,7.57,7367,25532,64347,9.6
2019,New Hartford-Licia M.B.,Litchfield,97,6685,62100,9.3,3493,0.52,7050,1.1,56768,8.5,279,3672,0.5,4764,79104,11.8,365663,54.7,239835,35.88,49431,191817,365664,54.7
2019,New Haven,New Haven,162,130418,522216,4,37044,0.28,63882,0.5,340478,2.6,3726,58415,0.4,105751,385743,3,4677162,35.86,4213443,32.31,436076,3000729,6464686,49.6
2019,New London,New London,164,26939,145863,5.4,6431,0.24,59014,2.2,55789,2.1,995,16128,0.6,25703,85064,3.2,949683,35.25,843440,31.31,42150,503894,856576,31.8
2019,New Milford,Litchfield,77,26974,143987,5.3,12696,0.47,14330,0.5,174773,6.5,761,14198,0.5,9299,80439,3,1082897,40.15,1055158,39.12,169037,659543,1023626,37.9
2019,Newington - Lucy Welles,Hartford,101,30112,183499,6.1,11480,0.38,57655,1.9,298400,9.9,1034,36947,1.2,,172167,5.7,2562842,85.11,2533793,84.15,247495,1456161,2554578,84.8
2019,Newtown - Cyr.Booth,Fairfield,43,27774,126382,4.6,10968,0.39,13416,0.5,209216,7.5,893,18260,0.7,,120280,4.3,1556470,56.04,1325834,47.74,118428,890159,1546016,55.7
2019,Norfolk,Litchfield,27,1640,37568,22.9,1333,0.81,12000,7.3,21177,12.9,266,6982,4.3,685,36037,22,470112,286.65,2500,1.52,37786,200681,470112,286.7
2019,North Branford,New Haven,84,14158,66872,4.7,6431,0.45,6081,0.4,80343,5.7,712,14261,1,5013,74594,5.3,688108,48.6,650133,45.92,64007,432898,690072,48.7
2019,North Canaan - Douglas,Litchfield,119,3254,13000,4,737,0.23,600,0.2,13877,4.3,160,944,0.3,1296,20975,6.4,129363,39.76,97740,30.04,7414,69200,112274,34.5
2019,North Haven,New Haven,70,23691,69212,2.9,9301,0.39,38116,1.6,184369,7.8,570,14073,0.6,12833,104997,4.4,1081159,45.64,1020217,43.06,92204,725812,1026619,43.3
2019,North Stonington-Wheeler,New London,103,5243,31114,5.9,2366,0.45,855,0.2,32390,6.2,237,5138,1,4414,22091,4.2,143422,27.35,30000,5.72,20273,88681,169427,32.3
2019,Norwalk,Fairfield,37,89047,624797,7,37589,0.42,46817,0.5,566239,6.4,2799,43306,0.5,27012,368750,4.1,3698211,41.53,3623502,40.69,427392,2779535,5331611,59.9
2019,Norwalk - East,Fairfield,37,4500,5806,1.290222222,1901,0.42,365,0.081111111,10477,2.328222222,20,1150,0.255555556,600,22960,5.102222222,213180,47.37333333,0,0,19650,95566,216450,48.1
2019,Norwalk - Rowayton,Fairfield,37,3700,30872,8.3,1951,0.53,3692,1,70933,19.2,1376,7005,1.9,5106,31267,8.5,367847,99.42,209575,56.64,57379,128239,297617,80.4
2019,Norwich - Otis,New London,161,39136,151234,3.9,29565,0.76,4534,0.1,87450,2.2,564,9985,0.3,28254,93902,2.4,1226809,31.35,950000,24.27,49662,738739,1226808,31.3
2019,Old Lyme - Phoebe,New London,21,7366,43140,5.9,3725,0.51,3858,0.5,69376,9.4,349,7194,1,8825,45020,6.1,745528,101.21,335000,45.48,40142,420267,755074,102.5
2019,Old Saybrook - Acton,Middlesex,20,10087,107173,10.6,4418,0.44,9956,1,114371,11.3,991,13885,1.4,13373,73368,7.3,1039686,103.07,1006063,99.74,100464,478492,885002,87.7
2019,Orange - Case,New Haven,31,13949,88233,6.3,5260,0.38,21508,1.5,126164,9,338,11309,0.8,4674,90986,6.5,776204,55.65,749780,53.75,67775,483940,923300,66.2
2019,Oxford,New Haven,65,13226,80854,6.1,4175,0.32,1682,0.1,41787,3.2,397,5609,0.4,10152,31223,2.4,561564,42.46,547581,41.4,30924,315649,544782,41.2
2019,Plainfield - Aldrich,Windham,152,15173,18756,1.2,,,963,0.1,21889,1.4,67,1525,0.1,4356,28478,1.9,71923,4.74,70219,4.63,5002,39631,70827,4.7
2019,Plainville,Hartford,131,17623,114140,6.5,5121,0.29,12926,0.7,136983,7.8,448,11204,0.6,24831,93067,5.3,737487,41.85,649951,36.88,109174,462097,710402,40.3
2019,Plymouth - Terryville,Litchfield,145,11645,38780,3.3,3074,0.26,2093,0.2,43796,3.8,299,6029,0.5,5973,68198,5.9,414590,35.6,410767,35.27,66165,240247,385670,33.1
2019,Pomfret,Windham,107,4204,9766,2.3,1853,0.44,2080,0.5,16400,3.9,186,2101,0.5,780,19611,4.7,123578,29.4,112624,26.79,10852,83536,121325,28.9
2019,Portland,Middlesex,85,9305,71778,7.7,4059,0.44,4506,0.5,121199,13,374,7823,0.8,7983,73088,7.9,718706,77.24,682798,73.38,80113,515626,737126,79.2
2019,Preston,New London,120,4638,11026,2.4,816,0.18,524,0.1,13541,2.9,39,3953,0.9,1213,37512,8.1,185203,39.93,182795,39.41,16436,104279,161616,34.8
2019,Prospect,New Haven,99,9790,33200,3.4,2850,0.29,7200,0.7,35887,3.7,258,6024,0.6,2423,46112,4.7,331838,33.9,322636,32.96,40200,212990,332692,34
2019,Putnam,Windham,151,9395,56383,6,6066,0.65,520,0.1,76724,8.2,405,11355,1.2,8581,40569,4.3,502239,53.46,493228,52.5,32949,309292,520965,55.5
2019,Redding - Mark Twain,Fairfield,18,9125,80100,8.8,3693,0.4,3722,0.4,122462,13.4,408,12344,1.4,13145,69901,7.7,978603,107.24,539655,59.14,94306,513738,828141,90.8
2019,Ridgefield,Fairfield,10,25008,266322,10.6,9914,0.4,29221,1.2,296132,11.8,1398,34551,1.4,19912,92960,3.7,2837138,113.45,2008299,80.31,196200,1573966,3001589,120
2019,Rocky Hill-Cora Belden,Hartford,59,20145,170806,8.5,9281,0.46,26655,1.3,259830,12.9,1310,35306,1.8,21777,61503,3.1,1030223,51.14,1023350,50.8,104943,862067,1010888,50.2
2019,Roxbury - Minor,Litchfield,7,2160,15161,7,835,0.39,4507,2.1,16093,7.5,152,3754,1.7,,39158,18.1,259625,120.2,131907,61.07,13908,139087,254000,117.6
2019,Salem,New London,98,6660,32301,7.8,2081,0.5,,,34457,8.4,117,1447,0.4,2787,33495,8.1,259238,62.88,240949,58.44,16715,116177,232669,56.4
2019,Salisbury - Scoville,Litchfield,9,3598,50919,14.2,2220,0.62,4793,1.3,48342,13.4,348,8610,2.4,1872,29851,8.3,495719,137.78,181953,50.57,29003,205961,439488,122.1
2019,Scotland,Windham,144,1685,8789,5.2,1473,0.87,38,0,7701,4.6,258,1478,0.9,832,20571,12.2,64797,38.46,50454,29.94,3730,37399,62784,37.3
2019,Seymour,New Haven,129,16509,44667,2.7,6084,0.37,3322,0.2,61452,3.7,131,3849,0.2,5033,77795,4.7,683573,41.41,559805,33.91,70536,319779,665061,40.3
2019,Sharon - Hotchkiss,Litchfield,13,2703,14410,5.3,1090,0.4,785,0.3,13142,4.9,88,2178,0.8,1612,14381,5.3,362547,134.13,70000,25.9,25941,141348,397120,146.9
2019,Shelton - Plumb,Fairfield,56,41097,125992,3.1,11329,0.28,12514,0.3,189172,4.6,808,14098,0.3,27326,124033,3,1134279,27.6,1116841,27.18,163103,960000,1231981,30
2019,Sherman,Fairfield,15,3614,18239,5,1390,0.38,1141,0.3,24950,6.9,321,4568,1.3,,26899,7.4,298636,82.63,157500,43.58,31541,143820,304120,84.2
2019,Simsbury,Hartford,45,24979,370384,14.8,14327,0.57,81675,3.3,455069,18.2,1585,64532,2.6,84315,122781,4.9,1803452,72.2,1591923,63.73,160222,1147674,2039959,81.7
2019,Somers,Tolland,126,10834,60457,5.6,3513,0.32,1960,0.2,63082,5.8,458,4936,0.5,2835,67483,6.2,511713,47.23,468255,43.22,57561,305632,607853,56.1
2019,South Windsor,Hartford,68,26054,196051,7.5,8647,0.33,15671,0.6,225888,8.7,597,10517,0.4,123220,160845,6.2,1720187,66.02,1682421,64.57,219689,856425,1588618,61
2019,Southbury,New Haven,57,19656,176641,9,8517,0.43,8811,0.4,279855,14.2,615,16819,0.9,14629,109371,5.6,757191,38.52,678222,34.5,83378,573503,1008413,51.3
2019,Southington,Hartford,94,43807,202680,4.6,19272,0.44,54017,1.2,380288,8.7,871,17373,0.4,16866,95229,2.2,1414757,32.3,1399068,31.94,143387,1055671,1924903,43.9
2019,Sprague,New London,148,2889,4319,1.5,682,0.24,190,0.1,5935,2.1,176,1141,0.4,625,14015,4.9,75048,25.98,74250,25.7,4598,61565,70539,24.4
2019,Stafford,Tolland,141,11884,74522,6.3,3881,0.33,4037,0.3,62727,5.3,408,6510,0.5,9425,53889,4.5,603504,50.78,541761,45.59,38648,317158,569237,47.9
2019,Stamford - Ferguson,Fairfield,26,129775,643077,5,49326,0.38,125429,1,622256,4.8,2754,74010,0.6,139903,314605,2.4,9944233,76.63,8400000,64.73,882679,5553277,10193016,78.5
2019,Sterling,Windham,155,3780,5481,1.5,1539,0.41,625,0.2,22446,5.9,56,868,0.2,1350,35393,9.4,72980,19.31,72010,19.05,10051,50389,80821,21.4
2019,Stonington,New London,35,18449,70713,3.8,3487,0.19,6013,0.3,43278,2.3,596,9854,0.5,3479,31531,1.7,546389,29.62,171159,9.28,44744,306838,521740,28.3
2019,Stratford,Fairfield,114,51967,210426,4,37255,0.72,69653,1.3,315960,6.1,2008,51981,1,31705,136328,2.6,3285787,63.23,3085743,59.38,229585,1873653,3284641,63.2
2019,Suffield - Kent,Hartford,93,15743,63220,4,3605,0.23,1348,0.1,65269,4.1,547,8214,0.5,2748,51479,3.3,599335,38.07,487479,30.96,86629,397627,600970,38.2
2019,Thomaston,Litchfield,134,7560,50000,6.6,2581,0.34,7000,0.9,47725,6.3,480,8785,1.2,6000,45964,6.1,508819,67.3,462123,61.13,30748,239434,476910,63.1
2019,Thompson,Windham,137,9395,49174,5.2,4253,0.45,14485,1.5,56764,6,353,7805,0.8,4267,58369,6.2,377798,40.21,372844,39.69,43688,278008,367553,39.1
2019,Tolland,Tolland,81,14655,97098,6.6,4905,0.33,7207,0.5,99179,6.8,410,6172,0.4,,71604,4.9,446347,30.46,417417,28.48,44170,367810,645793,44.1
2019,Torrington,Litchfield,153,34228,61934,1.8,12589,0.37,30000,0.9,75490,2.2,292,7433,0.2,10771,60977,1.8,794814,23.22,25000,0.73,48644,452556,749590,21.9
2019,Trumbull,Fairfield,41,35802,240639,6.7,18041,0.5,20004,0.6,445302,12.4,988,18825,0.5,17524,158810,4.4,1867842,52.17,1603301,44.78,311689,1302348,1867842,52.2
2019,Union,Tolland,74,840,2500,3,325,0.39,22,0,3418,4.1,36,833,1,20,17283,20.6,39342,46.84,37445,44.58,7894,17645,37405,44.5
2019,Vernon - Rockville,Tolland,138,29303,65109,2.2,8618,0.29,5940,0.2,87749,3,297,7073,0.2,6209,64061,2.2,709155,24.2,677185,23.11,58010,464470,637545,21.8
2019,Voluntown,New London,130,2535,6869,2.7,1303,0.51,87,0,11305,4.5,57,457,0.2,896,20675,8.2,70130,27.66,70000,27.61,5792,43875,62531,24.7
2019,Wallingford,New Haven,92,44535,345643,7.8,21001,0.47,57696,1.3,488477,11,925,21647,0.5,57308,220259,4.9,3326347,74.69,3086363,69.3,331208,1763710,3317506,74.5
2019,Warren,Litchfield,12,1399,3054,2.2,386,0.28,80,0.1,9397,6.7,195,2320,1.7,41,13495,9.6,57096,40.81,29000,20.73,9920,40138,58162,41.6
2019,Washington - Gunn,Litchfield,5,3434,44266,12.9,1643,0.48,3140,0.9,38648,11.3,241,8111,2.4,7911,54555,15.9,594898,173.24,174000,50.67,24421,259647,531365,154.7
2019,Waterbury - Silas Bron.,New Haven,167,108093,222806,2.1,25049,0.23,18933,0.2,146151,1.4,785,9151,0.1,31477,251068,2.3,2367227,21.9,2260667,20.91,197480,1368681,2335425,21.6
2019,Waterford,New London,36,18887,148748,7.9,6938,0.37,30168,1.6,193363,10.2,480,13437,0.7,19142,80905,4.3,1142932,60.51,1021579,54.09,132107,897781,1421527,75.3
2019,Watertown,Litchfield,110,21641,72895,3.4,12312,0.57,49623,2.3,61620,2.8,38,934,0,38562,84374,3.9,762388,35.23,750000,34.66,48593,376207,762028,35.2
2019,West Hartford,Hartford,50,62939,448164,7.1,26426,0.42,81189,1.3,809531,12.9,1327,29167,0.5,46560,209231,3.3,3306981,52.54,3286394,52.22,446026,2485670,3053970,48.5
